## htsjdk.samtools.metrics.StringHeader
# picard.vcf.GenotypeConcordance TRUTH_VCF=testdata/picard/vcf/CEUTrio-snps.vcf CALL_VCF=testdata/picard/vcf/CEUTrio-snps.vcf OUTPUT=testdata/picard/vcf/CEUTrio-snps_vs_CEUTrio-snps_GtConcordanceDiff_AllRows TRUTH_SAMPLE=NA12878 CALL_SAMPLE=NA12878 OUTPUT_ALL_ROWS=true    INTERSECT_INTERVALS=true MIN_GQ=0 MIN_DP=0 USE_VCF_INDEX=false VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Oct 02 11:00:09 EDT 2014

## METRICS CLASS	picard.vcf.GenotypeConcordanceDetailMetrics
VARIANT_TYPE	TRUTH_SAMPLE	CALL_SAMPLE	TRUTH_STATE	CALL_STATE	COUNT
SNP	NA12878	NA12878	HET_VAR1_VAR2	GT_FILTERED	0
SNP	NA12878	NA12878	HET_VAR1_VAR2	IS_MIXED	0
SNP	NA12878	NA12878	HOM_VAR1	MISSING	0
SNP	NA12878	NA12878	HOM_VAR1	HOM_REF	0
SNP	NA12878	NA12878	HOM_VAR1	HET_REF_VAR1	0
SNP	NA12878	NA12878	HOM_VAR1	HET_REF_VAR2	0
SNP	NA12878	NA12878	HOM_VAR1	HET_REF_VAR3	0
SNP	NA12878	NA12878	HOM_VAR1	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	HOM_VAR1	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	HOM_VAR1	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	HOM_VAR1	HOM_VAR1	59
SNP	NA12878	NA12878	HOM_VAR1	HOM_VAR2	0
SNP	NA12878	NA12878	HOM_VAR1	HOM_VAR3	0
SNP	NA12878	NA12878	HOM_VAR1	NO_CALL	0
SNP	NA12878	NA12878	HOM_VAR1	LOW_GQ	0
SNP	NA12878	NA12878	HOM_VAR1	LOW_DP	0
SNP	NA12878	NA12878	HOM_VAR1	VC_FILTERED	0
SNP	NA12878	NA12878	HOM_VAR1	GT_FILTERED	0
SNP	NA12878	NA12878	HOM_VAR1	IS_MIXED	0
SNP	NA12878	NA12878	NO_CALL	MISSING	0
SNP	NA12878	NA12878	NO_CALL	HOM_REF	0
SNP	NA12878	NA12878	NO_CALL	HET_REF_VAR1	0
SNP	NA12878	NA12878	NO_CALL	HET_REF_VAR2	0
SNP	NA12878	NA12878	NO_CALL	HET_REF_VAR3	0
SNP	NA12878	NA12878	NO_CALL	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	NO_CALL	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	NO_CALL	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	NO_CALL	HOM_VAR1	0
SNP	NA12878	NA12878	NO_CALL	HOM_VAR2	0
SNP	NA12878	NA12878	NO_CALL	HOM_VAR3	0
SNP	NA12878	NA12878	NO_CALL	NO_CALL	0
SNP	NA12878	NA12878	NO_CALL	LOW_GQ	0
SNP	NA12878	NA12878	NO_CALL	LOW_DP	0
SNP	NA12878	NA12878	NO_CALL	VC_FILTERED	0
SNP	NA12878	NA12878	NO_CALL	GT_FILTERED	0
SNP	NA12878	NA12878	NO_CALL	IS_MIXED	0
SNP	NA12878	NA12878	LOW_GQ	MISSING	0
SNP	NA12878	NA12878	LOW_GQ	HOM_REF	0
SNP	NA12878	NA12878	LOW_GQ	HET_REF_VAR1	0
SNP	NA12878	NA12878	LOW_GQ	HET_REF_VAR2	0
SNP	NA12878	NA12878	LOW_GQ	HET_REF_VAR3	0
SNP	NA12878	NA12878	LOW_GQ	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	LOW_GQ	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	LOW_GQ	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	LOW_GQ	HOM_VAR1	0
SNP	NA12878	NA12878	LOW_GQ	HOM_VAR2	0
SNP	NA12878	NA12878	LOW_GQ	HOM_VAR3	0
SNP	NA12878	NA12878	LOW_GQ	NO_CALL	0
SNP	NA12878	NA12878	LOW_GQ	LOW_GQ	0
SNP	NA12878	NA12878	LOW_GQ	LOW_DP	0
SNP	NA12878	NA12878	LOW_GQ	VC_FILTERED	0
SNP	NA12878	NA12878	LOW_GQ	GT_FILTERED	0
SNP	NA12878	NA12878	LOW_GQ	IS_MIXED	0
SNP	NA12878	NA12878	LOW_DP	MISSING	0
SNP	NA12878	NA12878	LOW_DP	HOM_REF	0
SNP	NA12878	NA12878	LOW_DP	HET_REF_VAR1	0
SNP	NA12878	NA12878	LOW_DP	HET_REF_VAR2	0
SNP	NA12878	NA12878	LOW_DP	HET_REF_VAR3	0
SNP	NA12878	NA12878	LOW_DP	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	LOW_DP	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	LOW_DP	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	LOW_DP	HOM_VAR1	0
SNP	NA12878	NA12878	LOW_DP	HOM_VAR2	0
SNP	NA12878	NA12878	LOW_DP	HOM_VAR3	0
SNP	NA12878	NA12878	LOW_DP	NO_CALL	0
SNP	NA12878	NA12878	LOW_DP	LOW_GQ	0
SNP	NA12878	NA12878	LOW_DP	LOW_DP	0
SNP	NA12878	NA12878	LOW_DP	VC_FILTERED	0
SNP	NA12878	NA12878	LOW_DP	GT_FILTERED	0
SNP	NA12878	NA12878	LOW_DP	IS_MIXED	0
SNP	NA12878	NA12878	VC_FILTERED	MISSING	0
SNP	NA12878	NA12878	VC_FILTERED	HOM_REF	0
SNP	NA12878	NA12878	VC_FILTERED	HET_REF_VAR1	0
SNP	NA12878	NA12878	VC_FILTERED	HET_REF_VAR2	0
SNP	NA12878	NA12878	VC_FILTERED	HET_REF_VAR3	0
SNP	NA12878	NA12878	VC_FILTERED	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	VC_FILTERED	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	VC_FILTERED	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	VC_FILTERED	HOM_VAR1	0
SNP	NA12878	NA12878	VC_FILTERED	HOM_VAR2	0
SNP	NA12878	NA12878	VC_FILTERED	HOM_VAR3	0
SNP	NA12878	NA12878	VC_FILTERED	NO_CALL	0
SNP	NA12878	NA12878	VC_FILTERED	LOW_GQ	0
SNP	NA12878	NA12878	VC_FILTERED	LOW_DP	0
SNP	NA12878	NA12878	VC_FILTERED	VC_FILTERED	40
SNP	NA12878	NA12878	VC_FILTERED	GT_FILTERED	0
SNP	NA12878	NA12878	VC_FILTERED	IS_MIXED	0
SNP	NA12878	NA12878	GT_FILTERED	MISSING	0
SNP	NA12878	NA12878	GT_FILTERED	HOM_REF	0
SNP	NA12878	NA12878	GT_FILTERED	HET_REF_VAR1	0
SNP	NA12878	NA12878	GT_FILTERED	HET_REF_VAR2	0
SNP	NA12878	NA12878	GT_FILTERED	HET_REF_VAR3	0
SNP	NA12878	NA12878	GT_FILTERED	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	GT_FILTERED	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	GT_FILTERED	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	GT_FILTERED	HOM_VAR1	0
SNP	NA12878	NA12878	GT_FILTERED	HOM_VAR2	0
SNP	NA12878	NA12878	GT_FILTERED	HOM_VAR3	0
SNP	NA12878	NA12878	GT_FILTERED	NO_CALL	0
SNP	NA12878	NA12878	GT_FILTERED	LOW_GQ	0
SNP	NA12878	NA12878	GT_FILTERED	LOW_DP	0
SNP	NA12878	NA12878	GT_FILTERED	VC_FILTERED	0
SNP	NA12878	NA12878	GT_FILTERED	GT_FILTERED	0
SNP	NA12878	NA12878	GT_FILTERED	IS_MIXED	0
SNP	NA12878	NA12878	IS_MIXED	MISSING	0
SNP	NA12878	NA12878	IS_MIXED	HOM_REF	0
SNP	NA12878	NA12878	IS_MIXED	HET_REF_VAR1	0
SNP	NA12878	NA12878	IS_MIXED	HET_REF_VAR2	0
SNP	NA12878	NA12878	IS_MIXED	HET_REF_VAR3	0
SNP	NA12878	NA12878	IS_MIXED	HET_VAR1_VAR2	0
SNP	NA12878	NA12878	IS_MIXED	HET_VAR1_VAR3	0
SNP	NA12878	NA12878	IS_MIXED	HET_VAR3_VAR4	0
SNP	NA12878	NA12878	IS_MIXED	HOM_VAR1	0
SNP	NA12878	NA12878	IS_MIXED	HOM_VAR2	0
SNP	NA12878	NA12878	IS_MIXED	HOM_VAR3	0
SNP	NA12878	NA12878	IS_MIXED	NO_CALL	0
SNP	NA12878	NA12878	IS_MIXED	LOW_GQ	0
SNP	NA12878	NA12878	IS_MIXED	LOW_DP	0
SNP	NA12878	NA12878	IS_MIXED	VC_FILTERED	0
SNP	NA12878	NA12878	IS_MIXED	GT_FILTERED	0
SNP	NA12878	NA12878	IS_MIXED	IS_MIXED	0
INDEL	NA12878	NA12878	MISSING	MISSING	0
INDEL	NA12878	NA12878	MISSING	HOM_REF	0
INDEL	NA12878	NA12878	MISSING	HET_REF_VAR1	0
INDEL	NA12878	NA12878	MISSING	HET_REF_VAR2	0
INDEL	NA12878	NA12878	MISSING	HET_REF_VAR3	0
INDEL	NA12878	NA12878	MISSING	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	MISSING	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	MISSING	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	MISSING	HOM_VAR1	0
INDEL	NA12878	NA12878	MISSING	HOM_VAR2	0
INDEL	NA12878	NA12878	MISSING	HOM_VAR3	0
INDEL	NA12878	NA12878	MISSING	NO_CALL	0
INDEL	NA12878	NA12878	MISSING	LOW_GQ	0
INDEL	NA12878	NA12878	MISSING	LOW_DP	0
INDEL	NA12878	NA12878	MISSING	VC_FILTERED	0
INDEL	NA12878	NA12878	MISSING	GT_FILTERED	0
INDEL	NA12878	NA12878	MISSING	IS_MIXED	0
INDEL	NA12878	NA12878	HOM_REF	MISSING	0
INDEL	NA12878	NA12878	HOM_REF	HOM_REF	0
INDEL	NA12878	NA12878	HOM_REF	HET_REF_VAR1	0
INDEL	NA12878	NA12878	HOM_REF	HET_REF_VAR2	0
INDEL	NA12878	NA12878	HOM_REF	HET_REF_VAR3	0
INDEL	NA12878	NA12878	HOM_REF	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	HOM_REF	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	HOM_REF	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	HOM_REF	HOM_VAR1	0
INDEL	NA12878	NA12878	HOM_REF	HOM_VAR2	0
INDEL	NA12878	NA12878	HOM_REF	HOM_VAR3	0
INDEL	NA12878	NA12878	HOM_REF	NO_CALL	0
INDEL	NA12878	NA12878	HOM_REF	LOW_GQ	0
INDEL	NA12878	NA12878	HOM_REF	LOW_DP	0
INDEL	NA12878	NA12878	HOM_REF	VC_FILTERED	0
INDEL	NA12878	NA12878	HOM_REF	GT_FILTERED	0
INDEL	NA12878	NA12878	HOM_REF	IS_MIXED	0
INDEL	NA12878	NA12878	HET_REF_VAR1	MISSING	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HOM_REF	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HET_REF_VAR1	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HET_REF_VAR2	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HET_REF_VAR3	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HOM_VAR1	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HOM_VAR2	0
INDEL	NA12878	NA12878	HET_REF_VAR1	HOM_VAR3	0
INDEL	NA12878	NA12878	HET_REF_VAR1	NO_CALL	0
INDEL	NA12878	NA12878	HET_REF_VAR1	LOW_GQ	0
INDEL	NA12878	NA12878	HET_REF_VAR1	LOW_DP	0
INDEL	NA12878	NA12878	HET_REF_VAR1	VC_FILTERED	0
INDEL	NA12878	NA12878	HET_REF_VAR1	GT_FILTERED	0
INDEL	NA12878	NA12878	HET_REF_VAR1	IS_MIXED	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	MISSING	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HOM_REF	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HET_REF_VAR1	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HET_REF_VAR2	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HET_REF_VAR3	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HOM_VAR1	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HOM_VAR2	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	HOM_VAR3	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	NO_CALL	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	LOW_GQ	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	LOW_DP	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	VC_FILTERED	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	GT_FILTERED	0
INDEL	NA12878	NA12878	HET_VAR1_VAR2	IS_MIXED	0
INDEL	NA12878	NA12878	HOM_VAR1	MISSING	0
INDEL	NA12878	NA12878	HOM_VAR1	HOM_REF	0
INDEL	NA12878	NA12878	HOM_VAR1	HET_REF_VAR1	0
INDEL	NA12878	NA12878	HOM_VAR1	HET_REF_VAR2	0
INDEL	NA12878	NA12878	HOM_VAR1	HET_REF_VAR3	0
INDEL	NA12878	NA12878	HOM_VAR1	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	HOM_VAR1	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	HOM_VAR1	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	HOM_VAR1	HOM_VAR1	0
INDEL	NA12878	NA12878	HOM_VAR1	HOM_VAR2	0
INDEL	NA12878	NA12878	HOM_VAR1	HOM_VAR3	0
INDEL	NA12878	NA12878	HOM_VAR1	NO_CALL	0
INDEL	NA12878	NA12878	HOM_VAR1	LOW_GQ	0
INDEL	NA12878	NA12878	HOM_VAR1	LOW_DP	0
INDEL	NA12878	NA12878	HOM_VAR1	VC_FILTERED	0
INDEL	NA12878	NA12878	HOM_VAR1	GT_FILTERED	0
INDEL	NA12878	NA12878	HOM_VAR1	IS_MIXED	0
INDEL	NA12878	NA12878	NO_CALL	MISSING	0
INDEL	NA12878	NA12878	NO_CALL	HOM_REF	0
INDEL	NA12878	NA12878	NO_CALL	HET_REF_VAR1	0
INDEL	NA12878	NA12878	NO_CALL	HET_REF_VAR2	0
INDEL	NA12878	NA12878	NO_CALL	HET_REF_VAR3	0
INDEL	NA12878	NA12878	NO_CALL	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	NO_CALL	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	NO_CALL	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	NO_CALL	HOM_VAR1	0
INDEL	NA12878	NA12878	NO_CALL	HOM_VAR2	0
INDEL	NA12878	NA12878	NO_CALL	HOM_VAR3	0
INDEL	NA12878	NA12878	NO_CALL	NO_CALL	0
INDEL	NA12878	NA12878	NO_CALL	LOW_GQ	0
INDEL	NA12878	NA12878	NO_CALL	LOW_DP	0
INDEL	NA12878	NA12878	NO_CALL	VC_FILTERED	0
INDEL	NA12878	NA12878	NO_CALL	GT_FILTERED	0
INDEL	NA12878	NA12878	NO_CALL	IS_MIXED	0
INDEL	NA12878	NA12878	LOW_GQ	MISSING	0
INDEL	NA12878	NA12878	LOW_GQ	HOM_REF	0
INDEL	NA12878	NA12878	LOW_GQ	HET_REF_VAR1	0
INDEL	NA12878	NA12878	LOW_GQ	HET_REF_VAR2	0
INDEL	NA12878	NA12878	LOW_GQ	HET_REF_VAR3	0
INDEL	NA12878	NA12878	LOW_GQ	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	LOW_GQ	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	LOW_GQ	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	LOW_GQ	HOM_VAR1	0
INDEL	NA12878	NA12878	LOW_GQ	HOM_VAR2	0
INDEL	NA12878	NA12878	LOW_GQ	HOM_VAR3	0
INDEL	NA12878	NA12878	LOW_GQ	NO_CALL	0
INDEL	NA12878	NA12878	LOW_GQ	LOW_GQ	0
INDEL	NA12878	NA12878	LOW_GQ	LOW_DP	0
INDEL	NA12878	NA12878	LOW_GQ	VC_FILTERED	0
INDEL	NA12878	NA12878	LOW_GQ	GT_FILTERED	0
INDEL	NA12878	NA12878	LOW_GQ	IS_MIXED	0
INDEL	NA12878	NA12878	LOW_DP	MISSING	0
INDEL	NA12878	NA12878	LOW_DP	HOM_REF	0
INDEL	NA12878	NA12878	LOW_DP	HET_REF_VAR1	0
INDEL	NA12878	NA12878	LOW_DP	HET_REF_VAR2	0
INDEL	NA12878	NA12878	LOW_DP	HET_REF_VAR3	0
INDEL	NA12878	NA12878	LOW_DP	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	LOW_DP	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	LOW_DP	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	LOW_DP	HOM_VAR1	0
INDEL	NA12878	NA12878	LOW_DP	HOM_VAR2	0
INDEL	NA12878	NA12878	LOW_DP	HOM_VAR3	0
INDEL	NA12878	NA12878	LOW_DP	NO_CALL	0
INDEL	NA12878	NA12878	LOW_DP	LOW_GQ	0
INDEL	NA12878	NA12878	LOW_DP	LOW_DP	0
INDEL	NA12878	NA12878	LOW_DP	VC_FILTERED	0
INDEL	NA12878	NA12878	LOW_DP	GT_FILTERED	0
INDEL	NA12878	NA12878	LOW_DP	IS_MIXED	0
INDEL	NA12878	NA12878	VC_FILTERED	MISSING	0
INDEL	NA12878	NA12878	VC_FILTERED	HOM_REF	0
INDEL	NA12878	NA12878	VC_FILTERED	HET_REF_VAR1	0
INDEL	NA12878	NA12878	VC_FILTERED	HET_REF_VAR2	0
INDEL	NA12878	NA12878	VC_FILTERED	HET_REF_VAR3	0
INDEL	NA12878	NA12878	VC_FILTERED	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	VC_FILTERED	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	VC_FILTERED	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	VC_FILTERED	HOM_VAR1	0
INDEL	NA12878	NA12878	VC_FILTERED	HOM_VAR2	0
INDEL	NA12878	NA12878	VC_FILTERED	HOM_VAR3	0
INDEL	NA12878	NA12878	VC_FILTERED	NO_CALL	0
INDEL	NA12878	NA12878	VC_FILTERED	LOW_GQ	0
INDEL	NA12878	NA12878	VC_FILTERED	LOW_DP	0
INDEL	NA12878	NA12878	VC_FILTERED	VC_FILTERED	0
INDEL	NA12878	NA12878	VC_FILTERED	GT_FILTERED	0
INDEL	NA12878	NA12878	VC_FILTERED	IS_MIXED	0
INDEL	NA12878	NA12878	GT_FILTERED	MISSING	0
INDEL	NA12878	NA12878	GT_FILTERED	HOM_REF	0
INDEL	NA12878	NA12878	GT_FILTERED	HET_REF_VAR1	0
INDEL	NA12878	NA12878	GT_FILTERED	HET_REF_VAR2	0
INDEL	NA12878	NA12878	GT_FILTERED	HET_REF_VAR3	0
INDEL	NA12878	NA12878	GT_FILTERED	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	GT_FILTERED	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	GT_FILTERED	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	GT_FILTERED	HOM_VAR1	0
INDEL	NA12878	NA12878	GT_FILTERED	HOM_VAR2	0
INDEL	NA12878	NA12878	GT_FILTERED	HOM_VAR3	0
INDEL	NA12878	NA12878	GT_FILTERED	NO_CALL	0
INDEL	NA12878	NA12878	GT_FILTERED	LOW_GQ	0
INDEL	NA12878	NA12878	GT_FILTERED	LOW_DP	0
INDEL	NA12878	NA12878	GT_FILTERED	VC_FILTERED	0
INDEL	NA12878	NA12878	GT_FILTERED	GT_FILTERED	0
INDEL	NA12878	NA12878	GT_FILTERED	IS_MIXED	0
INDEL	NA12878	NA12878	IS_MIXED	MISSING	0
INDEL	NA12878	NA12878	IS_MIXED	HOM_REF	0
INDEL	NA12878	NA12878	IS_MIXED	HET_REF_VAR1	0
INDEL	NA12878	NA12878	IS_MIXED	HET_REF_VAR2	0
INDEL	NA12878	NA12878	IS_MIXED	HET_REF_VAR3	0
INDEL	NA12878	NA12878	IS_MIXED	HET_VAR1_VAR2	0
INDEL	NA12878	NA12878	IS_MIXED	HET_VAR1_VAR3	0
INDEL	NA12878	NA12878	IS_MIXED	HET_VAR3_VAR4	0
INDEL	NA12878	NA12878	IS_MIXED	HOM_VAR1	0
INDEL	NA12878	NA12878	IS_MIXED	HOM_VAR2	0
INDEL	NA12878	NA12878	IS_MIXED	HOM_VAR3	0
INDEL	NA12878	NA12878	IS_MIXED	NO_CALL	0
INDEL	NA12878	NA12878	IS_MIXED	LOW_GQ	0
INDEL	NA12878	NA12878	IS_MIXED	LOW_DP	0
INDEL	NA12878	NA12878	IS_MIXED	VC_FILTERED	0
INDEL	NA12878	NA12878	IS_MIXED	GT_FILTERED	0
INDEL	NA12878	NA12878	IS_MIXED	IS_MIXED	0


